,Alameda County, California, Precipitation,Kings County, California, Precipitation,Placer County, California, Precipitation,Sierra County, California, Precipitation,Alpine County, California, Precipitation,Lake County, California, Precipitation,Plumas County, California, Precipitation,Siskiyou County, California, Precipitation,Amador County, California, Precipitation,Lassen County, California, Precipitation,Riverside County, California, Precipitation,Solano County, California, Precipitation,Butte County, California, Precipitation,Los Angeles County, California, Precipitation,Sacramento County, California, Precipitation,Sonoma County, California, Precipitation,Calaveras County, California, Precipitation,Madera County, California, Precipitation,San Benito County, California, Precipitation,Stanislaus County, California, Precipitation,Colusa County, California, Precipitation,Marin County, California, Precipitation,San Bernardino County, California, Precipitation,Sutter County, California, Precipitation,Contra Costa County, California, Precipitation,Mariposa County, California, Precipitation,San Diego County, California, Precipitation,Tehama County, California, Precipitation,Del Norte County, California, Precipitation,Mendocino County, California, Precipitation,San Francisco County, California, Precipitation,Trinity County, California, Precipitation,El Dorado County, California, Precipitation,Merced County, California, Precipitation,San Joaquin County, California, Precipitation,Tulare County, California, Precipitation,Fresno County, California, Precipitation,Modoc County, California, Precipitation,San Luis Obispo County, California, Precipitation,Tuolumne County, California, Precipitation,Glenn County, California, Precipitation,Mono County, California, Precipitation,San Mateo County, California, Precipitation,Ventura County, California, Precipitation,Humboldt County, California, Precipitation,Monterey County, California, Precipitation,Santa Barbara County, California, Precipitation,Yolo County, California, Precipitation,Imperial County, California, Precipitation,Napa County, California, Precipitation,Santa Clara County, California, Precipitation,Yuba County, California, Precipitation
153,201207,0.01,,201207,0.00,,201207,0.20,,201207,0.37,,201207,0.27,,201207,0.00,,201207,0.18,,201207,0.31,,201207,0.16,,201207,0.16,,201207,0.56,,201207,0.01,,201207,0.01,,201207,0.03,,201207,0.05,,201207,0.01,,201207,0.15,,201207,0.03,,201207,0.01,,201207,0.01,,201207,0.00,,201207,0.03,,201207,1.01,,201207,0.01,,201207,0.01,,201207,0.04,,201207,0.24,,201207,0.01,,201207,0.82,,201207,0.02,,201207,0.02,,201207,0.30,,201207,0.27,,201207,0.01,,201207,0.01,,201207,0.01,,201207,0.01,,201207,0.05,,201207,0.01,,201207,0.16,,201207,0.00,,201207,0.29,,201207,0.02,,201207,0.02,,201207,0.43,,201207,0.01,,201207,0.00,,201207,0.01,,201207,0.83,,201207,0.00,,201207,0.01,,201207,0.02,
154,201208,0.00,,201208,0.00,,201208,0.20,,201208,0.30,,201208,0.64,,201208,0.01,,201208,0.05,,201208,0.06,,201208,0.05,,201208,0.05,,201208,1.12,,201208,0.00,,201208,0.01,,201208,0.09,,201208,0.00,,201208,0.00,,201208,0.02,,201208,0.14,,201208,0.00,,201208,0.00,,201208,0.00,,201208,0.00,,201208,0.88,,201208,0.00,,201208,0.00,,201208,0.05,,201208,0.39,,201208,0.01,,201208,0.16,,201208,0.01,,201208,0.01,,201208,0.01,,201208,0.11,,201208,0.00,,201208,0.00,,201208,0.08,,201208,0.24,,201208,0.10,,201208,0.01,,201208,0.26,,201208,0.01,,201208,0.92,,201208,0.01,,201208,0.02,,201208,0.05,,201208,0.01,,201208,0.01,,201208,0.00,,201208,0.50,,201208,0.00,,201208,0.01,,201208,0.01,
155,201209,0.00,,201209,0.00,,201209,0.11,,201209,0.11,,201209,0.33,,201209,0.00,,201209,0.02,,201209,0.00,,201209,0.16,,201209,0.03,,201209,0.48,,201209,0.01,,201209,0.00,,201209,0.10,,201209,0.01,,201209,0.00,,201209,0.19,,201209,0.01,,201209,0.00,,201209,0.02,,201209,0.00,,201209,0.00,,201209,0.29,,201209,0.00,,201209,0.00,,201209,0.03,,201209,0.18,,201209,0.00,,201209,0.02,,201209,0.01,,201209,0.00,,201209,0.00,,201209,0.17,,201209,0.02,,201209,0.01,,201209,0.02,,201209,0.01,,201209,0.02,,201209,0.01,,201209,0.12,,201209,0.00,,201209,0.16,,201209,0.01,,201209,0.01,,201209,0.04,,201209,0.00,,201209,0.06,,201209,0.00,,201209,0.13,,201209,0.00,,201209,0.01,,201209,0.00,
156,201210,0.79,,201210,0.26,,201210,2.48,,201210,2.60,,201210,1.27,,201210,2.03,,201210,2.27,,201210,1.87,,201210,1.55,,201210,0.95,,201210,0.13,,201210,1.08,,201210,2.18,,201210,0.22,,201210,1.06,,201210,2.00,,201210,1.21,,201210,0.60,,201210,0.28,,201210,0.36,,201210,1.47,,201210,1.89,,201210,0.33,,201210,1.38,,201210,1.01,,201210,0.79,,201210,0.41,,201210,1.34,,201210,6.97,,201210,2.88,,201210,1.64,,201210,2.46,,201210,2.51,,201210,0.25,,201210,0.43,,201210,0.74,,201210,0.53,,201210,0.94,,201210,0.43,,201210,1.20,,201210,0.82,,201210,0.74,,201210,1.52,,201210,0.26,,201210,3.84,,201210,0.46,,201210,0.19,,201210,1.05,,201210,0.05,,201210,1.44,,201210,0.66,,201210,2.35,
157,201211,3.95,,201211,0.37,,201211,9.74,,201211,10.77,,201211,5.46,,201211,11.35,,201211,9.96,,201211,7.36,,201211,6.45,,201211,3.77,,201211,0.15,,201211,4.48,,201211,9.94,,201211,0.93,,201211,4.37,,201211,10.85,,201211,6.41,,201211,2.90,,201211,2.67,,201211,2.13,,201211,6.01,,201211,8.52,,201211,0.08,,201211,4.32,,201211,4.40,,201211,4.04,,201211,0.45,,201211,7.86,,201211,15.52,,201211,10.78,,201211,5.92,,201211,10.81,,201211,7.89,,201211,1.43,,201211,2.90,,201211,1.18,,201211,1.80,,201211,2.38,,201211,1.10,,201211,5.97,,201211,6.30,,201211,1.42,,201211,5.83,,201211,1.64,,201211,11.31,,201211,3.62,,201211,1.59,,201211,5.18,,201211,0.01,,201211,8.02,,201211,4.17,,201211,9.71,
158,201212,5.81,,201212,1.42,,201212,13.49,,201212,14.16,,201212,12.74,,201212,15.62,,201212,14.05,,201212,10.25,,201212,10.53,,201212,5.74,,201212,1.17,,201212,6.78,,201212,13.92,,201212,2.15,,201212,6.06,,201212,14.22,,201212,10.04,,201212,6.60,,201212,4.55,,201212,4.37,,201212,8.38,,201212,12.01,,201212,1.14,,201212,5.59,,201212,6.17,,201212,10.87,,201212,2.38,,201212,11.83,,201212,21.03,,201212,16.82,,201212,8.85,,201212,18.44,,201212,13.83,,201212,3.11,,201212,4.72,,201212,4.78,,201212,4.59,,201212,4.33,,201212,4.11,,201212,14.80,,201212,8.09,,201212,5.28,,201212,9.35,,201212,2.58,,201212,18.01,,201212,5.47,,201212,3.02,,201212,7.59,,201212,0.62,,201212,10.94,,201212,7.35,,201212,11.53,
159,201301,0.81,,201301,0.34,,201301,1.23,,201301,1.00,,201301,1.22,,201301,2.01,,201301,1.21,,201301,2.34,,201301,1.34,,201301,1.03,,201301,1.00,,201301,0.72,,201301,1.19,,201301,1.29,,201301,1.10,,201301,1.22,,201301,1.29,,201301,1.13,,201301,1.19,,201301,1.07,,201301,1.54,,201301,0.90,,201301,0.73,,201301,0.87,,201301,0.79,,201301,1.09,,201301,1.56,,201301,1.37,,201301,5.16,,201301,2.06,,201301,0.59,,201301,2.16,,201301,1.44,,201301,1.05,,201301,1.20,,201301,1.44,,201301,1.07,,201301,1.27,,201301,0.94,,201301,1.28,,201301,1.69,,201301,0.39,,201301,0.61,,201301,1.46,,201301,3.21,,201301,1.31,,201301,1.18,,201301,0.83,,201301,0.78,,201301,0.98,,201301,0.98,,201301,0.92,
160,201302,0.47,,201302,0.46,,201302,0.59,,201302,0.50,,201302,0.37,,201302,1.06,,201302,0.55,,201302,0.99,,201302,0.71,,201302,0.30,,201302,0.43,,201302,0.28,,201302,0.87,,201302,0.48,,201302,0.35,,201302,0.56,,201302,0.83,,201302,0.79,,201302,0.56,,201302,0.37,,201302,0.82,,201302,0.53,,201302,0.25,,201302,0.47,,201302,0.40,,201302,0.76,,201302,0.89,,201302,0.68,,201302,3.62,,201302,1.10,,201302,0.81,,201302,1.16,,201302,0.80,,201302,0.35,,201302,0.27,,201302,1.08,,201302,0.76,,201302,0.62,,201302,0.49,,201302,0.76,,201302,0.46,,201302,0.17,,201302,0.72,,201302,0.37,,201302,1.89,,201302,0.58,,201302,0.54,,201302,0.39,,201302,0.02,,201302,0.49,,201302,0.54,,201302,0.74,
161,201303,0.63,,201303,0.85,,201303,3.14,,201303,2.62,,201303,2.56,,201303,3.02,,201303,2.37,,201303,2.64,,201303,2.89,,201303,0.69,,201303,0.35,,201303,0.73,,201303,2.57,,201303,0.75,,201303,1.45,,201303,2.33,,201303,2.75,,201303,1.19,,201303,0.52,,201303,0.86,,201303,1.51,,201303,1.30,,201303,0.34,,201303,1.67,,201303,0.60,,201303,2.03,,201303,1.15,,201303,2.22,,201303,5.82,,201303,3.63,,201303,0.80,,201303,4.38,,201303,3.20,,201303,0.58,,201303,0.90,,201303,0.86,,201303,0.86,,201303,0.62,,201303,0.73,,201303,2.68,,201303,1.33,,201303,0.58,,201303,1.23,,201303,1.19,,201303,4.27,,201303,0.81,,201303,0.89,,201303,1.25,,201303,0.05,,201303,1.33,,201303,0.99,,201303,2.86,
162,201304,0.69,,201304,0.06,,201304,1.33,,201304,1.14,,201304,1.63,,201304,1.50,,201304,1.09,,201304,1.69,,201304,1.56,,201304,0.92,,201304,0.01,,201304,0.84,,201304,0.93,,201304,0.03,,201304,0.80,,201304,1.67,,201304,1.54,,201304,0.87,,201304,0.24,,201304,0.47,,201304,0.82,,201304,1.52,,201304,0.02,,201304,0.70,,201304,0.78,,201304,1.14,,201304,0.05,,201304,1.37,,201304,4.01,,201304,2.18,,201304,1.14,,201304,2.53,,201304,1.85,,201304,0.41,,201304,0.57,,201304,0.30,,201304,0.42,,201304,1.54,,201304,0.09,,201304,1.69,,201304,1.06,,201304,0.50,,201304,0.92,,201304,0.08,,201304,2.86,,201304,0.30,,201304,0.08,,201304,0.76,,201304,0.00,,201304,1.05,,201304,0.68,,201304,1.11,
163,201305,0.07,,201305,0.32,,201305,1.75,,201305,1.36,,201305,2.19,,201305,0.41,,201305,1.16,,201305,2.11,,201305,1.00,,201305,1.33,,201305,0.13,,201305,0.24,,201305,0.76,,201305,0.55,,201305,0.38,,201305,0.29,,201305,0.60,,201305,0.44,,201305,0.03,,201305,0.09,,201305,0.52,,201305,0.16,,201305,0.07,,201305,0.31,,201305,0.07,,201305,1.04,,201305,0.58,,201305,0.85,,201305,3.38,,201305,0.64,,201305,0.06,,201305,1.55,,201305,1.99,,201305,0.09,,201305,0.06,,201305,0.43,,201305,0.34,,201305,2.11,,201305,0.16,,201305,1.19,,201305,0.31,,201305,0.82,,201305,0.09,,201305,0.35,,201305,1.61,,201305,0.06,,201305,0.13,,201305,0.34,,201305,0.01,,201305,0.19,,201305,0.03,,201305,0.65,
164,201306,0.12,,201306,0.00,,201306,1.45,,201306,1.15,,201306,0.38,,201306,1.11,,201306,0.94,,201306,0.82,,201306,0.74,,201306,1.06,,201306,0.00,,201306,0.24,,201306,1.42,,201306,0.00,,201306,0.27,,201306,1.21,,201306,0.59,,201306,0.05,,201306,0.01,,201306,0.06,,201306,0.45,,201306,0.95,,201306,0.00,,201306,0.56,,201306,0.20,,201306,0.12,,201306,0.00,,201306,1.17,,201306,1.33,,201306,1.33,,201306,0.28,,201306,1.08,,201306,1.21,,201306,0.05,,201306,0.12,,201306,0.00,,201306,0.03,,201306,0.92,,201306,0.00,,201306,0.39,,201306,0.40,,201306,0.08,,201306,0.17,,201306,0.02,,201306,0.86,,201306,0.01,,201306,0.01,,201306,0.36,,201306,0.00,,201306,0.65,,201306,0.04,,201306,1.25,
165,201307,0.00,,201307,0.01,,201307,0.05,,201307,0.22,,201307,0.33,,201307,0.04,,201307,0.22,,201307,0.21,,201307,0.02,,201307,0.58,,201307,0.41,,201307,0.00,,201307,0.00,,201307,0.13,,201307,0.00,,201307,0.02,,201307,0.01,,201307,0.13,,201307,0.00,,201307,0.00,,201307,0.01,,201307,0.01,,201307,0.35,,201307,0.00,,201307,0.00,,201307,0.12,,201307,0.39,,201307,0.04,,201307,0.02,,201307,0.08,,201307,0.00,,201307,0.23,,201307,0.07,,201307,0.00,,201307,0.00,,201307,0.49,,201307,0.21,,201307,0.32,,201307,0.01,,201307,0.23,,201307,0.01,,201307,0.89,,201307,0.00,,201307,0.10,,201307,0.01,,201307,0.00,,201307,0.03,,201307,0.00,,201307,0.36,,201307,0.00,,201307,0.00,,201307,0.00,
166,201308,0.00,,201308,0.00,,201308,0.06,,201308,0.17,,201308,0.46,,201308,0.01,,201308,0.27,,201308,0.55,,201308,0.02,,201308,0.67,,201308,0.94,,201308,0.00,,201308,0.03,,201308,0.04,,201308,0.00,,201308,0.01,,201308,0.00,,201308,0.07,,201308,0.00,,201308,0.00,,201308,0.00,,201308,0.05,,201308,0.94,,201308,0.00,,201308,0.01,,201308,0.02,,201308,0.67,,201308,0.04,,201308,0.54,,201308,0.06,,201308,0.06,,201308,0.61,,201308,0.15,,201308,0.00,,201308,0.00,,201308,0.42,,201308,0.18,,201308,0.60,,201308,0.00,,201308,0.10,,201308,0.00,,201308,0.48,,201308,0.01,,201308,0.00,,201308,0.36,,201308,0.01,,201308,0.00,,201308,0.00,,201308,0.97,,201308,0.01,,201308,0.02,,201308,0.01,
167,201309,0.54,,201309,0.00,,201309,1.50,,201309,2.13,,201309,0.89,,201309,1.17,,201309,1.48,,201309,2.67,,201309,1.18,,201309,0.52,,201309,0.51,,201309,0.58,,201309,1.26,,201309,0.01,,201309,0.59,,201309,0.69,,201309,0.76,,201309,0.28,,201309,0.03,,201309,0.16,,201309,1.04,,201309,0.66,,201309,0.52,,201309,0.77,,201309,0.63,,201309,0.33,,201309,0.27,,201309,1.11,,201309,5.87,,201309,1.70,,201309,0.61,,201309,2.53,,201309,1.72,,201309,0.03,,201309,0.44,,201309,0.11,,201309,0.16,,201309,1.28,,201309,0.00,,201309,0.74,,201309,1.23,,201309,0.56,,201309,0.60,,201309,0.02,,201309,3.48,,201309,0.05,,201309,0.00,,201309,0.60,,201309,0.53,,201309,0.60,,201309,0.39,,201309,1.16,
168,201310,0.01,,201310,0.01,,201310,0.80,,201310,0.84,,201310,1.01,,201310,0.00,,201310,0.78,,201310,0.19,,201310,0.28,,201310,0.41,,201310,0.26,,201310,0.00,,201310,0.45,,201310,0.23,,201310,0.02,,201310,0.00,,201310,0.31,,201310,0.40,,201310,0.08,,201310,0.04,,201310,0.01,,201310,0.00,,201310,0.09,,201310,0.03,,201310,0.00,,201310,0.70,,201310,1.05,,201310,0.27,,201310,0.11,,201310,0.01,,201310,0.01,,201310,0.10,,201310,0.77,,201310,0.05,,201310,0.01,,201310,0.46,,201310,0.38,,201310,0.35,,201310,0.18,,201310,0.91,,201310,0.02,,201310,0.57,,201310,0.05,,201310,0.13,,201310,0.05,,201310,0.22,,201310,0.20,,201310,0.00,,201310,0.04,,201310,0.00,,201310,0.04,,201310,0.29,
169,201311,1.31,,201311,0.23,,201311,1.58,,201311,1.28,,201311,0.91,,201311,1.40,,201311,1.40,,201311,1.26,,201311,1.70,,201311,0.81,,201311,0.64,,201311,0.99,,201311,2.22,,201311,1.13,,201311,1.06,,201311,1.51,,201311,1.64,,201311,0.58,,201311,0.57,,201311,0.92,,201311,1.09,,201311,1.74,,201311,0.93,,201311,0.99,,201311,1.33,,201311,1.08,,201311,0.68,,201311,1.92,,201311,3.34,,201311,1.90,,201311,1.39,,201311,1.89,,201311,1.61,,201311,0.58,,201311,1.11,,201311,0.68,,201311,0.37,,201311,0.75,,201311,0.30,,201311,1.21,,201311,0.87,,201311,0.32,,201311,1.23,,201311,0.84,,201311,1.70,,201311,0.51,,201311,0.68,,201311,0.87,,201311,0.80,,201311,0.91,,201311,0.90,,201311,1.73,
170,201312,0.43,,201312,0.09,,201312,1.12,,201312,1.16,,201312,1.60,,201312,0.62,,201312,0.59,,201312,0.65,,201312,0.81,,201312,0.23,,201312,0.19,,201312,0.48,,201312,0.49,,201312,0.31,,201312,0.39,,201312,0.61,,201312,0.82,,201312,0.71,,201312,0.30,,201312,0.33,,201312,0.41,,201312,0.58,,201312,0.13,,201312,0.20,,201312,0.46,,201312,0.96,,201312,0.57,,201312,0.38,,201312,1.80,,201312,0.81,,201312,0.46,,201312,0.89,,201312,1.25,,201312,0.31,,201312,0.38,,201312,0.60,,201312,0.51,,201312,0.43,,201312,0.22,,201312,1.46,,201312,0.21,,201312,0.72,,201312,0.56,,201312,0.37,,201312,1.00,,201312,0.32,,201312,0.20,,201312,0.39,,201312,0.04,,201312,0.51,,201312,0.51,,201312,0.43,
171,201401,0.11,,201401,0.11,,201401,2.26,,201401,1.86,,201401,2.98,,201401,0.58,,201401,1.27,,201401,1.31,,201401,1.45,,201401,0.75,,201401,0.03,,201401,0.13,,201401,0.84,,201401,0.07,,201401,0.22,,201401,0.25,,201401,1.31,,201401,0.92,,201401,0.22,,201401,0.41,,201401,0.59,,201401,0.10,,201401,0.02,,201401,0.31,,201401,0.14,,201401,1.43,,201401,0.14,,201401,0.50,,201401,3.11,,201401,0.88,,201401,0.08,,201401,1.54,,201401,2.44,,201401,0.39,,201401,0.21,,201401,0.59,,201401,0.58,,201401,0.51,,201401,0.01,,201401,2.22,,201401,0.22,,201401,1.08,,201401,0.07,,201401,0.09,,201401,1.79,,201401,0.11,,201401,0.02,,201401,0.20,,201401,0.00,,201401,0.13,,201401,0.20,,201401,1.06,
172,201402,3.83,,201402,1.36,,201402,11.55,,201402,10.29,,201402,8.22,,201402,11.62,,201402,7.51,,201402,6.28,,201402,8.87,,201402,3.08,,201402,0.62,,201402,5.70,,201402,10.04,,201402,2.76,,201402,4.39,,201402,12.65,,201402,8.13,,201402,2.87,,201402,3.53,,201402,2.84,,201402,6.19,,201402,11.33,,201402,0.44,,201402,4.55,,201402,4.68,,201402,3.90,,201402,1.29,,201402,8.55,,201402,11.58,,201402,11.76,,201402,6.25,,201402,10.34,,201402,11.43,,201402,1.95,,201402,2.97,,201402,2.18,,201402,2.62,,201402,2.87,,201402,3.02,,201402,7.45,,201402,5.93,,201402,2.20,,201402,5.98,,201402,4.33,,201402,9.16,,201402,4.69,,201402,3.48,,201402,5.33,,201402,0.02,,201402,9.65,,201402,4.60,,201402,10.35,
173,201403,2.02,,201403,0.73,,201403,6.33,,201403,6.95,,201403,3.45,,201403,8.31,,201403,8.03,,201403,6.99,,201403,4.66,,201403,3.64,,201403,0.66,,201403,1.96,,201403,9.06,,201403,1.26,,201403,2.21,,201403,5.42,,201403,4.52,,201403,1.94,,201403,2.19,,201403,1.75,,201403,3.51,,201403,4.09,,201403,0.46,,201403,2.21,,201403,2.12,,201403,3.06,,201403,1.26,,201403,7.79,,201403,13.72,,201403,10.79,,201403,3.30,,201403,11.05,,201403,6.15,,201403,1.43,,201403,1.89,,201403,2.37,,201403,1.76,,201403,3.49,,201403,1.78,,201403,4.75,,201403,5.30,,201403,1.23,,201403,2.78,,201403,2.25,,201403,10.35,,201403,2.13,,201403,2.04,,201403,2.04,,201403,0.04,,201403,3.44,,201403,2.56,,201403,6.45,
174,201404,1.36,,201404,0.24,,201404,2.53,,201404,2.00,,201404,1.54,,201404,2.04,,201404,1.55,,201404,1.22,,201404,2.60,,201404,1.32,,201404,0.27,,201404,1.88,,201404,1.36,,201404,0.51,,201404,1.99,,201404,1.84,,201404,2.37,,201404,1.59,,201404,1.19,,201404,0.89,,201404,1.34,,201404,2.05,,201404,0.25,,201404,1.21,,201404,1.72,,201404,2.01,,201404,0.71,,201404,1.30,,201404,2.91,,201404,2.09,,201404,1.74,,201404,1.58,,201404,2.63,,201404,0.63,,201404,1.13,,201404,1.55,,201404,1.51,,201404,1.10,,201404,0.90,,201404,2.90,,201404,1.36,,201404,0.50,,201404,1.83,,201404,0.53,,201404,1.93,,201404,1.46,,201404,0.64,,201404,1.84,,201404,0.01,,201404,2.00,,201404,1.70,,201404,1.64,
175,201405,0.02,,201405,0.01,,201405,1.21,,201405,1.22,,201405,1.47,,201405,0.11,,201405,0.75,,201405,0.90,,201405,0.65,,201405,1.04,,201405,0.07,,201405,0.01,,201405,0.51,,201405,0.17,,201405,0.06,,201405,0.05,,201405,0.63,,201405,0.24,,201405,0.01,,201405,0.04,,201405,0.15,,201405,0.09,,201405,0.11,,201405,0.14,,201405,0.02,,201405,0.39,,201405,0.02,,201405,0.51,,201405,2.14,,201405,0.18,,201405,0.10,,201405,0.56,,201405,1.16,,201405,0.02,,201405,0.01,,201405,0.57,,201405,0.30,,201405,0.89,,201405,0.01,,201405,1.05,,201405,0.25,,201405,0.86,,201405,0.08,,201405,0.07,,201405,0.80,,201405,0.04,,201405,0.04,,201405,0.04,,201405,0.01,,201405,0.01,,201405,0.04,,201405,0.38,
176,201406,0.01,,201406,0.00,,201406,0.01,,201406,0.00,,201406,0.10,,201406,0.00,,201406,0.02,,201406,0.32,,201406,0.03,,201406,0.22,,201406,0.00,,201406,0.00,,201406,0.00,,201406,0.00,,201406,0.00,,201406,0.00,,201406,0.01,,201406,0.02,,201406,0.00,,201406,0.00,,201406,0.01,,201406,0.01,,201406,0.00,,201406,0.00,,201406,0.01,,201406,0.05,,201406,0.00,,201406,0.04,,201406,0.95,,201406,0.04,,201406,0.01,,201406,0.13,,201406,0.02,,201406,0.00,,201406,0.01,,201406,0.00,,201406,0.01,,201406,0.47,,201406,0.00,,201406,0.10,,201406,0.00,,201406,0.04,,201406,0.01,,201406,0.00,,201406,0.38,,201406,0.00,,201406,0.00,,201406,0.00,,201406,0.00,,201406,0.00,,201406,0.01,,201406,0.00,
177,201407,0.01,,201407,0.00,,201407,0.23,,201407,0.58,,201407,1.42,,201407,0.00,,201407,0.20,,201407,0.30,,201407,0.13,,201407,0.27,,201407,0.17,,201407,0.01,,201407,0.03,,201407,0.01,,201407,0.04,,201407,0.02,,201407,0.06,,201407,0.21,,201407,0.03,,201407,0.00,,201407,0.00,,201407,0.05,,201407,0.47,,201407,0.00,,201407,0.01,,201407,0.31,,201407,0.12,,201407,0.08,,201407,0.12,,201407,0.00,,201407,0.03,,201407,0.23,,201407,0.35,,201407,0.00,,201407,0.00,,201407,0.22,,201407,0.26,,201407,0.29,,201407,0.01,,201407,0.82,,201407,0.00,,201407,1.00,,201407,0.04,,201407,0.01,,201407,0.05,,201407,0.02,,201407,0.01,,201407,0.01,,201407,0.10,,201407,0.00,,201407,0.01,,201407,0.01,
178,201408,0.01,,201408,0.00,,201408,0.47,,201408,1.37,,201408,1.15,,201408,0.20,,201408,1.21,,201408,0.31,,201408,0.07,,201408,0.80,,201408,0.90,,201408,0.04,,201408,0.49,,201408,0.14,,201408,0.01,,201408,0.08,,201408,0.04,,201408,0.12,,201408,0.00,,201408,0.00,,201408,0.08,,201408,0.09,,201408,1.06,,201408,0.04,,201408,0.03,,201408,0.08,,201408,0.56,,201408,0.40,,201408,0.15,,201408,0.18,,201408,0.01,,201408,0.15,,201408,0.32,,201408,0.00,,201408,0.00,,201408,0.36,,201408,0.19,,201408,0.54,,201408,0.00,,201408,0.35,,201408,0.24,,201408,0.94,,201408,0.02,,201408,0.12,,201408,0.01,,201408,0.00,,201408,0.01,,201408,0.02,,201408,0.93,,201408,0.05,,201408,0.01,,201408,0.17,
179,201409,0.39,,201409,0.01,,201409,1.33,,201409,1.16,,201409,1.52,,201409,1.01,,201409,0.94,,201409,2.41,,201409,0.93,,201409,0.52,,201409,0.54,,201409,0.48,,201409,0.72,,201409,0.05,,201409,0.42,,201409,0.89,,201409,0.87,,201409,0.47,,201409,0.10,,201409,0.22,,201409,0.82,,201409,0.52,,201409,0.46,,201409,0.45,,201409,0.37,,201409,0.68,,201409,0.23,,201409,1.65,,201409,3.74,,201409,1.41,,201409,0.58,,201409,2.76,,201409,1.53,,201409,0.05,,201409,0.42,,201409,0.31,,201409,0.32,,201409,0.44,,201409,0.01,,201409,0.96,,201409,1.12,,201409,0.59,,201409,0.53,,201409,0.00,,201409,2.91,,201409,0.12,,201409,0.00,,201409,0.41,,201409,0.39,,201409,0.50,,201409,0.40,,201409,0.64,
180,201410,0.47,,201410,0.34,,201410,1.35,,201410,2.03,,201410,0.76,,201410,1.52,,201410,1.54,,201410,4.54,,201410,0.72,,201410,1.11,,201410,0.01,,201410,0.48,,201410,1.88,,201410,0.10,,201410,0.43,,201410,1.05,,201410,0.68,,201410,0.14,,201410,0.25,,201410,0.51,,201410,0.68,,201410,0.90,,201410,0.03,,201410,0.45,,201410,0.47,,201410,0.12,,201410,0.00,,201410,2.05,,201410,8.17,,201410,3.19,,201410,0.61,,201410,6.07,,201410,1.09,,201410,0.26,,201410,0.41,,201410,0.06,,201410,0.12,,201410,1.90,,201410,0.29,,201410,0.35,,201410,0.49,,201410,0.06,,201410,0.74,,201410,0.29,,201410,7.58,,201410,0.57,,201410,0.36,,201410,0.42,,201410,0.01,,201410,0.84,,201410,0.75,,201410,1.55,
181,201411,1.75,,201411,0.89,,201411,4.13,,201411,3.59,,201411,2.33,,201411,4.88,,201411,3.22,,201411,3.54,,201411,3.20,,201411,1.97,,201411,0.18,,201411,1.74,,201411,4.36,,201411,0.55,,201411,1.51,,201411,4.16,,201411,3.27,,201411,1.39,,201411,1.86,,201411,1.52,,201411,3.00,,201411,3.81,,201411,0.09,,201411,1.86,,201411,1.58,,201411,2.16,,201411,0.50,,201411,4.28,,201411,6.68,,201411,6.67,,201411,2.57,,201411,5.61,,201411,3.81,,201411,1.24,,201411,1.18,,201411,1.55,,201411,1.29,,201411,2.08,,201411,0.97,,201411,3.43,,201411,3.04,,201411,0.60,,201411,2.59,,201411,0.71,,201411,5.67,,201411,2.03,,201411,1.00,,201411,1.71,,201411,0.02,,201411,2.57,,201411,2.49,,201411,3.79,
182,201412,9.90,,201412,2.46,,201412,10.63,,201412,10.83,,201412,4.44,,201412,18.23,,201412,12.81,,201412,8.50,,201412,7.98,,201412,5.58,,201412,1.78,,201412,9.61,,201412,14.43,,201412,4.70,,201412,7.61,,201412,17.78,,201412,7.67,,201412,4.05,,201412,6.33,,201412,6.24,,201412,12.30,,201412,17.20,,201412,1.43,,201412,8.81,,201412,9.92,,201412,5.25,,201412,3.24,,201412,15.19,,201412,13.89,,201412,18.24,,201412,13.46,,201412,15.28,,201412,8.98,,201412,4.15,,201412,6.17,,201412,4.71,,201412,3.48,,201412,3.63,,201412,5.18,,201412,6.04,,201412,13.73,,201412,1.58,,201412,13.88,,201412,6.46,,201412,13.96,,201412,8.76,,201412,5.61,,201412,9.60,,201412,0.53,,201412,14.09,,201412,11.62,,201412,12.57,
183,201501,0.01,,201501,0.17,,201501,0.12,,201501,0.11,,201501,0.22,,201501,0.46,,201501,0.15,,201501,1.67,,201501,0.14,,201501,0.13,,201501,0.75,,201501,0.02,,201501,0.21,,201501,1.39,,201501,0.02,,201501,0.19,,201501,0.13,,201501,0.16,,201501,0.04,,201501,0.02,,201501,0.18,,201501,0.05,,201501,1.01,,201501,0.10,,201501,0.01,,201501,0.13,,201501,0.60,,201501,0.25,,201501,3.49,,201501,1.04,,201501,0.00,,201501,1.79,,201501,0.12,,201501,0.02,,201501,0.01,,201501,0.47,,201501,0.19,,201501,0.39,,201501,0.35,,201501,0.14,,201501,0.11,,201501,0.18,,201501,0.01,,201501,1.97,,201501,2.13,,201501,0.10,,201501,0.95,,201501,0.06,,201501,0.36,,201501,0.06,,201501,0.01,,201501,0.08,
